commentaire,sentiment,probleme
"Rien ne justifie 20 Mbps à 2200 DA et 100 Mbps à 2600 DA. Normalement, c’est 1800 DA pour les 20 Mbps;",négatif,autre
"Et pour l’Idoom 4G, qu’en est-il du plafonnement ?;",négatif,problème réseau
Pourquoi My Idoom ne fonctionne-t-il pas chez moi actuellement ?;,négatif,problème réseau
Les gens profitent de la fibre et vous parlez encore d’ADSL ?;,positif,N/A
Que faut-il faire pour changer mon abonnement ADSL vers la fibre ? Quels sont les documents et démarches à suivre ?;,positif,N/A
"Depuis que vous avez augmenté la vitesse de la fibre, l’ADSL devient instable;",négatif,problème réseau
"Je voulais vous demander : vous n’avez vraiment pas de câble téléphonique ? Mon câble a été endommagé par la pluie, j’ai fait une réclamation et on me dit qu’il n’y a pas de câble. Une entreprise comme Algérie Télécom incapable d’assurer un bon service ?;",négatif,problème réseau
Problème de signal avec le modem 4G. Il y a de fortes variations sur l’ADSL aussi;,négatif,problème réseau
"Salam, j’ai la fibre optique à 15 Mbps. Si je passe à 100 Mbps, pourrais-je revenir à 50 ou 20 Mbps plus tard ?;",positif,N/A
"1000 DA, ça donne droit à combien de jours ?;",négatif,facturation
"Le paiement électronique ne fonctionne pas, j’essaie depuis hier et la page est bloquée;",négatif,problème réseau
Pourquoi avoir bloqué le site speedtest ? C’est pour qu’on ne mesure pas la vitesse ? Rendez-nous la vraie vitesse du réseau 4G;,négatif,problème réseau
"Et pour les abonnés au 4G, qu’est-ce qui est prévu pour eux ?;",négatif,problème réseau
"On n’a vu ni 10, ni 15, ni 20 Mbps. Il faut d’abord réparer la connexion et arrêter les coupures, svp;",négatif,problème réseau
Augmentez la vitesse de l’Internet 4G;,positif,N/A
Le pire service internet;,négatif,problème réseau
"J’ai l’offre Idoom ADSL 20 Mbps Conv (MDN), combien dois-je payer par mois via BaridiMob ?;",positif,N/A
Peut-on avoir les tarifs spéciaux pour le secteur de l’éducation ?;,positif,N/A
Veuillez répondre en privé.;,neutre,N/A
"L’abonnement à 1600 DA est trop cher, même plus que dans d’autres pays. Essayez de revoir les prix, les gens ne trouvent pas d’argent facilement.;",négatif,facturation
Est-ce possible de passer de l’ADSL à la fibre ? J’ai augmenté le débit à 20 Mbps mais la connexion est toujours lente et elle coupe beaucoup.;,négatif,problème réseau
"Les amis, j’ai fait une erreur et j’ai payé 5000 DA au lieu de 500 via BaridiMob, est-ce qu’ils peuvent me rembourser ou c’est impossible ?;",négatif,facturation
Djabri Samir;,négatif,offres commerciales
10 et 15 mégas ?!;,négatif,problème réseau
"Ajoutez des antennes Algérie Télécom dans les villages de la commune de Maghnia comme Bkhata, Sidi M’jahid et El Btaim pour couvrir la 4G.;",positif,N/A
Faites le 20 Mbps à 2000 DA.;,positif,N/A
"2200 DA, c’est trop.;",négatif,facturation
Je vous ai signalé plusieurs fois mais hélas… Je suis abonné à 15 Mbps et je reçois 5 Mbps en ADSL… quel bazar !!!;,négatif,problème réseau
Est-ce que l’offre pour l’éducation s’applique à cette formule ou bien le prix reste à 2200 DA ?;,négatif,offres commerciales
"Faites passer les abonnés de 10 à 15 Mbps, et ceux de 15 à 20 Mbps sans augmentation de prix, ayez un peu de dignité ! Ce n’est pas que ceux avec la fibre qui doivent en profiter.;",positif,N/A
"Et les abonnés ADSL n’ont ni offres, ni augmentation de débit, ni basculement vers la fibre. C’est une souffrance sans fin.;",négatif,problème réseau
"Il y a une nouvelle offre dans l’espace client pour monter à 50 Mbps, mais ma ligne supporte au maximum 15 Mbps. Qu’est-ce que c’est que ce non-sens ? Vous ne vous intéressez qu’à l’argent.;",négatif,offres commerciales
Répondez en privé.;,neutre,N/A
"Ils ont à peine atteint les 10 Mbps, ensuite on verra.;",négatif,problème réseau
J’ai encore 15 Mbps.;,positif,N/A
"Si je paie une année d’ADSL via BaridiMob, est-ce que je bénéficie des 48 jours supplémentaires ? Et jusqu’à quand l’offre est-elle valable ?;",positif,N/A
"Ce n’est pas juste : la fibre 200 Mbps à 2800 DA, et l’ADSL 20 Mbps – soit un dixième – à 2200 DA. Normalement, vous devriez augmenter à 20 Mbps tous les abonnés ADSL sans fibre à 1600 DA.;",positif,N/A
Répondez-nous en privé.;,positif,N/A
"Ouvre les commentaires avec les images, tu verras du 700 kbps en 4G.;",positif,N/A
"J’ai changé d’offre mais la vitesse est restée la même. J’étais à 15 Mbps, je n’ai jamais atteint ce chiffre, toujours entre 7 et 10.;",neutre,N/A
"Bonjour, il y a quelques mois, j’ai payé un abonnement 20 Mbps pour plusieurs mois à l’avance (30 000 DA). Quels sont les avantages pour moi par rapport aux autres abonnés ? Merci.;",positif,N/A
"20 Mbps, 800 kbps en upload, 2200 DA.;",positif,N/A
Il faut faire un effort pour connecter le reste des régions au réseau fibre.;,négatif,problème réseau
Faites encore une réduction à 1500 DA.;,positif,N/A
"Si possible, 20 Mbps à 1600 DA et 50 Mbps à 2000 DA.;",positif,N/A
4G;,positif,N/A
Répondez en privé.;,neutre,N/A
"Normalement, le 20 Mbps en ADSL devrait être gratuit…;",neutre,N/A
"Si l’offre est augmentée automatiquement, est-ce que le prix augmente aussi ?;",positif,N/A
Y a-t-il du nouveau concernant la 4G LTE ?;,positif,N/A
"Et pour ceux qui ont la 4G, il n’y a pas d’offre ?;",négatif,problème réseau
"Pour le secteur de l’éducation, est-ce que la réduction s’applique sur le nouveau tarif ou garde-t-elle l’ancien ?;",positif,N/A
"Et pour les anciens abonnés au même débit, qu’avez-vous changé pour eux ?;",positif,N/A
"J’ai la fibre à 50 Mbps, est-ce que le passage à 200 Mbps est automatique ou faut-il se rendre à l’agence pour l’effectuer ?;",positif,N/A
Qu’en est-il de l’offre 10 Mbps ?;,négatif,problème réseau
"On est encore avec du 10 Mbps... Quand la fibre arrivera ici, on augmentera le débit.;",positif,N/A
"Par pitié, installez-nous la fibre. On en a marre de l’ADSL, le débit est vraiment faible.;",négatif,problème réseau
Nous n’avons pas de réseau dans notre village. Il nous faut une antenne 4G LTE.;,négatif,problème réseau
"Pour les clients Idoom ADSL qui n'ont pas la fibre, quels sont les tarifs pour l’augmentation du débit ?;",positif,N/A
Est-ce que les bénéficiaires des conventions sont concernés par cette offre ?;,positif,N/A
Le prix reste élevé. Mettez-nous la fibre à ce tarif au moins;,positif,N/A
Quelle réduction est prévue pour les enseignants ?;,négatif,offres commerciales
"J’ai un abonnement 50 Mbps et rien n’a changé, que faire ?;",neutre,N/A
On souffre d’un manque de débit avec Idoom 4G;,négatif,problème réseau
Est-ce que je peux augmenter mon débit depuis chez moi sans aller à l’agence ?;,positif,N/A
Qu’en est-il de l’offre à 1000 DA ?;,positif,N/A
"J’ai 20 Mbps, mais en réalité je reçois 5 Mbps... Que Dieu nous vienne en aide;",négatif,problème réseau
"Installez au moins le VDSL, pourquoi attendre la fibre pour tout le monde ?;",positif,N/A
"Hier j’ai payé 2200 DA, je ne comprends pas. Une fois je paie 1620 DA, une autre fois 2100 DA avec la téléphonie... Et j’ai un abonnement 10 Mbps ???;",négatif,facturation
"Réglez d’abord les problèmes de connexion, ensuite vous parlerez des offres;",positif,N/A
"Et la carte de recharge de 2000 DA, elle couvre quelle durée ?;",négatif,problème réseau
"J’ai l’offre 300 Mbps, mais quand je fais un speedtest, je trouve seulement 20 Mbps. Où est le problème ?;",négatif,problème réseau
"Quand est-ce que la fibre sera disponible dans la commune d'Es-Senia, wilaya d'Oran ?;",négatif,problème réseau
"Concernant la convention avec l’armée, quels sont les tarifs pour 20, 50 et 100 Mbps ?;",positif,N/A
"Ce tarif n’est pas raisonnable. On veut un prix bien inférieur, autour de 1500 DA ou moins pour les abonnés ADSL. Merci de prendre cette proposition en considération;",négatif,facturation
Rien de nouveau jusqu’à maintenant;,neutre,N/A
"Quand la fibre atteindra-t-elle Hamrouche Hamoudi, commune de Hamadi Krouma, wilaya de Skikda ?;",négatif,problème réseau
"Et l’offre à 1600 DA par mois, pourquoi l’avez-vous supprimée ?;",négatif,offres commerciales
Vous avez oublié les abonnés avec modem 4G;,négatif,problème réseau
"Je ne comprends pas, dans un post vous avez dit que 20 Mbps coûtait 2200 DA, ici c’est écrit 2600. Est-ce que le prix augmente automatiquement avec l’augmentation du débit ?;",négatif,problème réseau
"Et pour les bénéficiaires de la convention avec l’Éducation nationale, c’est pour quand ?;",positif,N/A
"Les habitants de Diyar El Bahri souffrent depuis 3 ou 4 jours à cause de la coupure, svp trouvez une solution;",négatif,problème réseau
Depuis hier je fais des tests de vitesse et rien n’a changé;,neutre,N/A
Mon abonnement de 10 Mbps est valide jusqu’au 20 juillet 2024. Dois-je attendre la fin de la période pour passer à 20 Mbps ?;,positif,N/A
Faut-il faire une démarche pour bénéficier de cette offre d’augmentation du débit ?;,positif,N/A
Quand la fibre atteindra-t-elle le centre-ville ?;,négatif,problème réseau
2200 DA c’est cher;,négatif,offres commerciales
"L’ADSL se coupe toutes les 10 minutes, et je pense que c’est le cas chez tout le monde;",positif,N/A
Y a-t-il du 1 Gbps ?;,négatif,problème réseau
"20 Mbps – normalement son prix ne devrait pas dépasser 1800 DA. Les prix sont vraiment inadaptés par rapport au salaire de base, et non par comparaison avec d'autres pays.;",négatif,problème réseau
Ward Le;,négatif,problème réseau
Vous auriez dû faire passer les abonnés 15 Mbps à 20 Mbps pour 2000 DA par mois.;,positif,N/A
"Ce serait bien que vous mettiez le 20 Mbps à 1600 DA et le 50 Mbps à 2000 DA… Laissez le pauvre vivre un peu, un peu de justice au moins : ceux qui ont déjà un débit élevé bénéficient de réductions, et ceux qui n’ont rien, vous les étranglez.;",négatif,problème réseau
"J’ai besoin de baisser mon abonnement de 15 Mbps à 10 Mbps, comment faire ?;",négatif,problème réseau
"Toutes les connexions 20 Mbps à Tébessa sont plafonnées à 14,8 Mbps, avec un débit de données à 17143 kbps alors que le débit maximal atteint 26580 kbps. Pourquoi ce plafonnement ? Nous voulons une réponse technique, pas un discours marketing.;",neutre,N/A
Celui qui a fait cette offre est radin.;,négatif,offres commerciales
Où est la considération pour les enseignants dans cette hausse ?;,positif,N/A
"Grâce à Dieu, les travaux de construction de la mosquée Khoubeib Ibn Adiy dans le quartier Gouadri Belkacem ont commencé après avoir obtenu tous les documents nécessaires. L'association met à disposition des donateurs son compte bancaire suivant : 001002680200009469-96 à la BNA, agence d’Aïn Defla. Pour plus d'informations, contactez : 0699380418.;",positif,N/A
Et les abonnés Idoom 4G à 20 kbps pour 1000 DA/mois ?;,négatif,problème réseau
"Enlevez-nous cette histoire de payer la ligne fixe alors qu’on ne l’utilise même pas, certains ne l’ont même pas du tout, bande de corrompus.;",négatif,problème réseau
"C’est de la provocation envers vos abonnés ADSL, un manque total de respect. Le jour où tous vos abonnés seront connectés à la fibre, vous pourrez augmenter le débit ou baisser les prix. Ce n’est pas professionnel de votre part.;",négatif,problème réseau
"J’ai 20 Mbps. Si ça passe automatiquement à 100 Mbps, combien devrais-je payer par mois dans ce cas ?;",positif,N/A
"Eux, ils en profitent, et ceux qui ont Idoom ADSL, leur connexion est devenue une catastrophe.;",négatif,problème réseau
"Et pour les clients ADSL, qu’en est-il ?;",négatif,problème réseau
"Quand on a parlé à vos agents, on leur a demandé quand vous viendrez nous installer la fibre. Ils nous ont dit qu’ils n’avaient pas encore reçu le matériel. Cela fait deux ans qu’on attend, et personne ne répond.;",négatif,problème réseau
"Récemment, il y a eu une baisse de débit. Où est la vitesse dont vous parlez ?;",négatif,problème réseau
"ADSL, jusqu’à quand ?;",négatif,problème réseau
"J’ai l’ADSL, j’ai augmenté le débit de 10 à 20 Mbps, mais en test je n’atteins même pas les 15 Mbps.;",négatif,problème réseau
"La fibre aujourd’hui, c’est une catastrophe. Rien ne fonctionne. Même la 3G est meilleure.;",négatif,problème réseau
"Donc, l’offre 10 Mbps ne valait rien, maintenant celle de 15 Mbps ne vaut plus rien non plus. Jusqu’à ce qu’on atteigne l’offre maximale, comme vous le voulez.;",négatif,problème réseau
Mon abonnement est à 50 Mbps...;,positif,N/A
"Je l’ai testée après l’augmentation du débit, j’ai trouvé 9.6 Mbps;",positif,N/A
Et ceux qui ont la fibre 15 Mbps ?;,négatif,problème réseau
"Moi j’ai un abonnement 20 Mbps censé passer à 100, mais je reçois entre 7 et 8, jamais plus de 10;",négatif,problème réseau
J’attends la ligne téléphonique depuis plus de 5 ans;,positif,N/A
"Votre ADSL est nul, vous nous rendez fous avec votre connexion;",négatif,problème réseau
"Et les abonnés ADSL qui n’ont pas reçu la fibre optique, qu’ont-ils fait pour mériter cela ?;",négatif,problème réseau
Vous devez mettre à jour les tarifs selon les réductions récentes pour les travailleurs de l’éducation (23% pour les bénéficiaires de la convention);,positif,N/A
"Laissez-nous poster des photos pour vous montrer la souffrance avec la connexion, on est toujours à la préhistoire;",négatif,problème réseau
